review_id,restaurant_id,restaurant,text,date,language
y-A_C6db617De5XLgPWhAA,7UsoWq0bbT2Re-BJ6AI46w,Sofia,One of the best pasta dishes I have ever had. They were very kind to accommodate us without a reservation and I'm so glad they did. Wonderful service in a...,2023-04-16 18:51:35,en
9Cp-2glBYZuQJD27BWVL6Q,FMhLlh_SNYigWgRdUHw6lA,Moma,You walk into a bar at street level. The bartender asks your name checks the list and calls upstairs. This takes about 30 seconds and now you head up a...,2024-07-26 22:55:30,en
RYZDSPeCdkj9vVZgL_6MGw,FMhLlh_SNYigWgRdUHw6lA,Moma,With this being my second time in Italy I really wanted to explore the Michelin star side of Italian cuisine. Moma although not our first choice  was a...,2024-03-11 18:49:31,en
kba3JIu_yIcgGHWbWJGW1g,FMhLlh_SNYigWgRdUHw6lA,Moma,I asked for them to actually cook the poor stake and they had the audacity to refuse to cook it to medium well... I'm paying for the thing and eating... at...,2024-07-06 12:01:28,en
gqlyC66zOgLsFZiqZvtcPg,MyZDumiV4-HA8EQxw9z7XA,La Tavernetta 48,Hidden gem!!!!It's off the beaten path. And away from all the tourists people. And worth the extra steps.I got the carbonara and it was the best in...,2024-10-28 16:13:11,en
ySl2krkBhMdXZKT5YufZDA,MyZDumiV4-HA8EQxw9z7XA,La Tavernetta 48,We did not make a reservation here but this place was on my husbands list of places to eat at and I am glad we stopped by! I am a fan of aglio e olio and...,2024-04-12 14:21:35,en
QXx7GMizy-cMB3og5zETzQ,MyZDumiV4-HA8EQxw9z7XA,La Tavernetta 48,"Next time I have to remember to snap a photo ""before"" I start eating  but as you can tell I enjoyed my meal. They do offer a fixed menu for lunch that...",2023-09-09 05:08:36,en
CIUYW5E9poTa1iq8G2Sr5A,nikZDhEd3Zok81F_MPmzfg,Fuorinorma,This place has the best paninis I've ever eaten!! The staff is so incredibly friendly and passionate about their food - with everything made fresh as...,2024-09-22 09:13:07,en
u4UHAvPJje8AZ7eJygH33Q,nikZDhEd3Zok81F_MPmzfg,Fuorinorma,Is 5 stars enough if you go twice in one day to the same sandwich place? Went to Fuorinorma for a quick lunch in between sight seeing and shopping. We had...,2024-02-23 12:32:37,en
f_w50F_RVDoBRUNsABcrZg,nikZDhEd3Zok81F_MPmzfg,Fuorinorma,My friends and I stumbled upon this gem by chance and were super impressed. It's a cute quaint sandwich shop with limited seating options. Opting for comfy...,2023-10-15 00:01:26,en
tEfMHLghHJxp0YVZVlbL9A,Cs2FF_Eb-DvGS0WUW2m8Tw,Scilla e Cariddi,Best restaurant I went to while in Rome. They literally try to kill you with food. After the 11th course and a complimentary carafe of their house wine we...,2013-11-03 04:43:26,en
fZeXPiTjOIbSUM7kIg-u5Q,Cs2FF_Eb-DvGS0WUW2m8Tw,Scilla e Cariddi,Simply amazing.  Great good.  Amazing atmosphere.   Definitely worth a visit!    Don't eat the day you go.   11 courses!,2023-06-30 22:54:51,en
zXNkIjvQMBJUKyz1tI4rnA,Cs2FF_Eb-DvGS0WUW2m8Tw,Scilla e Cariddi,This Place has to be one of the most amazing dining experiences I've ever had. The The owners and staff were so welcoming and made us feel right at home....,2020-04-29 11:46:56,en
aUpDesn3gplvGvQD6nAQ5Q,SjZIdPDnm0W4LmnHEW6zXg,Osteria Barberini,It's really sad to update this review and downgrade it to 4 stars. When I was here a few years ago the food and service were on such a high level I was...,2024-07-31 05:33:41,en
pA3A2po7qiB8BvJQAe0iLQ,SjZIdPDnm0W4LmnHEW6zXg,Osteria Barberini,Randomly walked here after going to the nearby museum. We were seated immediately on a Wednesday during lunch. Our waiter kept correcting how we...,2023-12-07 16:34:46,en
eOil0avpFtAhl_Xg-29Zcg,SjZIdPDnm0W4LmnHEW6zXg,Osteria Barberini,Did a lunch walkable and sat outside. The waiters and servers were super nice and cared. Monday a lot of restaurants are closed so this was prime spot to...,2023-09-25 15:00:39,en
nHZajLwukpJdds9oEbZZZw,oHPziW318-XSF_fvkM9nqQ,Babette,Second night in Rome and after almost a week here of eating the wonderful dishes of Italy it was nice to find a proper French restaurant located near the...,2024-11-24 22:48:17,en
YsGiixxxhMngP6oaiQEBhw,oHPziW318-XSF_fvkM9nqQ,Babette,We enjoyed a lovely meal at Babette. Just a short walk from Piazza del Popolo. We made a reservation which is suggested as it gets very busy. We sat outside...,2024-10-27 14:06:36,en
kcusJouejmijVvDdN4sq0Q,oHPziW318-XSF_fvkM9nqQ,Babette,Our recent visit to Babette in Rome was a delightful experience that will remain etched in our memories for a long time. Dining at Babette felt like a home...,2023-10-11 18:26:12,en
N8yRfcZo_hUbVTQnzyHfDA,a2RXf4VnQC-LsNERUf-bUw,Ai Tre Scalini,Vibrant and fun local small plates restaurant in Monti. We were quickly greeted by the host and were given a seat promptly despite it being a busy Friday...,2024-07-05 21:51:29,en
m0GP9WlJXBnqOuUy70CUhw,a2RXf4VnQC-LsNERUf-bUw,Ai Tre Scalini,Intro I had to be up early the next day so I was looking for a dinner spot close to the apartment I was staying at. Ai Tre Scalini was a short walk away so...,2024-07-26 11:31:53,en
dKKQHuRuOJv7EPWZRFHFaA,a2RXf4VnQC-LsNERUf-bUw,Ai Tre Scalini,The waiters were all really sweet and accommodating of us not speaking French which I appreciated a lot!We arrived around 645pm with no reservation and...,2024-06-24 21:28:42,en
Clyqi0lccq2v4WdhFa1Fjw,parzIECQTEGS7NIQoXUwrw,Colline Emiliane,Prior to visiting Italy I had read a review about Colline Emiliane and missed out on making a reservation before arriving.  As a result I figured I missed...,2024-10-26 16:27:51,en
fa6PeY_AVC_LJgY9UzX22A,parzIECQTEGS7NIQoXUwrw,Colline Emiliane,Getting in touch with them to make a reservation was a bit tough but our hotel was able to call and get us situated for our last meal in Italy. Throughout...,2024-06-20 07:45:15,en
6dyTbSBGSSmuVKSEbm9nIg,parzIECQTEGS7NIQoXUwrw,Colline Emiliane,We got lucky. Before I continue plenty of well deserved ink has been spilled about this place and I'm here to confirm that it's all true. Back to our luck...,2024-06-14 15:51:33,en
ZZbxu-2rwIEOsOkKK7ABVA,p2LvL-iayqLxNZGu15HLHA,Piccolo Buco,Don't make the same mistake we did! We arrived early because Piccolo Buco doesn't take reservations or offer take out. Since we got there early and we...,2024-10-28 07:55:35,en
_lASX_EJEGN_7-M9OCHlWw,p2LvL-iayqLxNZGu15HLHA,Piccolo Buco,One of the best pizzas I have ever had! After waiting outside in line for about 30 minutes we were hungry when we got inside for dinner. I ordered the...,2024-12-11 18:42:30,en
MjtBaAa_g1cTBOSo6SL17A,p2LvL-iayqLxNZGu15HLHA,Piccolo Buco,Hands down best pizza in my life! My bf and I both  agree and loved the walking distance from the trevi fountain. The line is long of course but so worth...,2024-11-05 19:36:16,en
IqzofMHQNAswbygnuEi80Q,QBTvje0npf7qo7M93bK0ow,Life,Always wonderful service  The food is always consistent. Everytime and everyone I bring loves their meal.  The ambiance is very nice and this places does...,2024-10-16 18:13:38,en
paCAs1T8lhPNvhTmwVIgKA,QBTvje0npf7qo7M93bK0ow,Life,Service was excellent with Barbara as our head server.It was a busy tourist filled Wednesday afternoon and seating had looked dismal outside. Thankfully...,2024-06-19 08:29:48,en
KWYL2phkMDpEOt3Q5lSjuw,QBTvje0npf7qo7M93bK0ow,Life,The whole experience was amazing. From walking in to be greeted. Wonderful explanation of the specials and the truffles! We also had non truffle lovers with...,2024-11-02 16:57:20,en
8uWnfIlYhJjGUCRv3C2drA,k0rJEFfe6skkiIA6rgDbjQ,Osteria del Sostegno,Excellent restaurant! Service and food was outstanding. We had the artichoke hearts which were so delicious Fusilli with broccoli and guanciale pasta...,2024-11-28 14:39:26,en
J3UQDPj-QmFAxczTuEjqsw,k0rJEFfe6skkiIA6rgDbjQ,Osteria del Sostegno,some of the worst service i have ever received. Ive been to hundreds of restaurants and have never received the worst customer service. we waited patiently...,2024-12-14 12:04:58,en
zJlIth-NzMnKjQSWg6rqJw,k0rJEFfe6skkiIA6rgDbjQ,Osteria del Sostegno,Finally catching up on some of the places I've been to these past few months...Food here was fantastic!  We started with a pasta course which was their...,2023-09-22 10:52:52,en
f4nwebsNwmKvHwVArYCaBg,qJ2yL1sLrWtW7xvsLX3-sA,Ristorante Julie’s,Excellent customer service and the best pasta I've ever had so delicious and perfect proportions  !!! If ever in Rome you have to stop by such a good vibe...,2024-12-05 09:38:30,en
7slMEZQEjivRcz-j5USFUw,qJ2yL1sLrWtW7xvsLX3-sA,Ristorante Julie’s,Had a nice portion of hearty pasta e fagioli beans and small noodles. It was served in a huge bowl that resembled an upside-down white porcelain WWI army...,2024-11-02 13:54:11,en
xCwhb4Rgl4t2MTCmOqj6rw,qJ2yL1sLrWtW7xvsLX3-sA,Ristorante Julie’s,weIn Rome I had lasagna for three meals in a row! Tonight I wanted something else and this place was within walking distance of our hotel near Termii...,2023-11-05 06:51:26,en
y6Cn3LOq3noibdutVDVtfw,oVoj_A1FExfvI_7UbAdQgQ,Pane e Salame,From the atmosphere to the food and the staff everything was excellent and surpassed our expectations! We shared a board and a bottle of wine. People...,2024-09-20 13:40:33,en
K9Bfbt1OuAFrwq-ANa9hEA,oVoj_A1FExfvI_7UbAdQgQ,Pane e Salame,Looking for a quick bite to take with us to-go in between various tours of Rome my mom and I made our way to Pane e Salame around lunchtime. They offer...,2024-07-02 06:07:18,en
1DjOwqoMBQfl65-6E2pyHQ,oVoj_A1FExfvI_7UbAdQgQ,Pane e Salame,We had brunch here they open at 11 we walked in at 1103 and took the last table. I recommend coming right at opening or expect a wait. People were...,2024-10-14 10:26:10,en
NRaH1glov0F93y1_VGCa5g,913ZaqO7F7sZJjasGhXvaQ,Pinsere,Very good baked to order quick light Roman Pizza.  Was so good with the pesto and oil toppers.  Had them cook a little well done and came out a little...,2024-11-28 04:24:07,en
2uEQzT7eq31OXJCWvvx4Ow,913ZaqO7F7sZJjasGhXvaQ,Pinsere,It's been 8 years since I've been here and I still think it's some of the best pizza I've ever had,2024-09-14 14:55:29,en
Sjd_j_c1YVkDz742UrU0jA,913ZaqO7F7sZJjasGhXvaQ,Pinsere,Very delicious Pizza.Nice place for quick bite.Excellent service.  The workers are very friendly,2024-04-05 07:18:19,en
CzVarzhcZSF9Y4bWyeIFgg,xr7vSjjCimwA9lixkAh2fA,Il Ragno d’Oro,Came during lunch- took forever to be seated despite it being relatively slow over 20 mins. Waitress was lovely but the food was mediocre. Wasn't...,2024-04-06 10:53:52,en
Vt6rTU35EaHUvtXWs3OyVg,xr7vSjjCimwA9lixkAh2fA,Il Ragno d’Oro,My daughter and I went to Il Ragno d'Oro on our first night in Rome. We arrived around 10 pm and were seated. We ordered a 12 liter of house white wine...,2024-06-03 15:09:10,en
P_PoEZA46pqHMeN17i10Qw,xr7vSjjCimwA9lixkAh2fA,Il Ragno d’Oro,We almost didn't eat here because the first day we tried to visit Il Ragno d'Oro they were closed. Apparently they close from 2-7. We returned a few days...,2023-06-16 10:45:44,en
PKhNL4yl0PEVNDHUK3OkUQ,scgJwUnCA87cd757-koCnw,Trapizzino - Testaccio,Although known for the sandwiches the arancini is perfectly satisfying well seasoned and packs a nice crunch while holding it's shape. By accident I...,2019-10-25 13:01:45,en
FRzdS12XWsb-aHLE2iKnGA,scgJwUnCA87cd757-koCnw,Trapizzino - Testaccio,Amazing something different! Fast and easy! Great for Lunch.  Meatball was the best.  Service was Ok,2024-07-05 11:30:10,en
KLrJ9AQT9jeBK6HrWff2rg,scgJwUnCA87cd757-koCnw,Trapizzino - Testaccio,Delicious. And fairly priced! I asked what they recommended and i was not disappointed. Only 5 euros for a STUFFED chicken cacciatore . The bread is...,2019-06-10 11:15:01,en
ZB6Qr9NbMoPoRLoD4wH2rA,l_eVnablGcsK3JZ2y-vr5Q,Da Enzo al 29,INCREDIBLE pasta. We got in the queue about 15 min before opening and got a table before 730pm which was faster than I was expecting. Everyone in our...,2024-08-10 11:24:44,en
DCxXM9hCx6mfhM7uoKDYbA,l_eVnablGcsK3JZ2y-vr5Q,Da Enzo al 29,The food was pretty delicious and the house wine was nice. Burratta Olive Oil and Bread to start definitely set the scene. It was a pretty hectic night...,2024-11-22 05:40:18,en
-j0zrd8A34GrQW314S0I6A,l_eVnablGcsK3JZ2y-vr5Q,Da Enzo al 29,We were here over a month ago. The food and atmosphere was great. The only problem was we has a horrible waitress who had a rude attitude. She seemed like...,2024-11-13 21:52:18,en
D_widBcb_j0adUW6PJsVNA,GENlSfz57s4fdukjTq31KA,Trattoria Giovanni di Valentino,Fantastic experience. There is a great variety of food.  I think their menu has over 100 items to choose from. So that is a challenge. The waiter was really...,2024-11-25 11:59:33,en
LQKPqlNnz39ipBtKbWADgQ,GENlSfz57s4fdukjTq31KA,Trattoria Giovanni di Valentino,OMG absolutely AMAZING food drink  ambience  service ! So grateful our hotel is directly across the street from this restaurant. It had amazing...,2023-09-05 06:59:12,en
DGYoT4EVtY-bIjaDbQd8wQ,GENlSfz57s4fdukjTq31KA,Trattoria Giovanni di Valentino,The best atmosphere in Rome Italy. We enjoyed delicious authentic food there were no crumbs left on my plate and a lot of locals were in the restaurant!...,2024-05-10 13:13:57,en
ndfyeKeq3ySx8dLm-wWIvA,wCu21SyAnPWc65ZwtQuLaw,Normale,This place was a life saver.After the Colosseum and Roman Forum tour my wife and I were very tired and thirsty.We first went to a restaurant on the...,2023-10-12 09:32:04,en
cEImiqsuXkYOaOSeqvaMRw,wCu21SyAnPWc65ZwtQuLaw,Normale,We are here 2 nights in a row while in Rome. Quaint neighborhood restaurant where the owner is also the cook. We will be back.,2023-12-01 12:48:50,en
9SJU2lN8x6VMbovPDIObvw,wCu21SyAnPWc65ZwtQuLaw,Normale,Ah Nomale. This restaurant was completely hidden in a back street on a slight incline road.  I can't attest to the interior since we ate outside so I can...,2016-08-14 18:37:21,en
lt035VnUjpxpFdKIeL6ijQ,xgtrN9GUVCIiWuFOpf7wWg,Il Chianti,The service Great food no better pace to be friendly .environment is excellent love it,2024-11-16 15:30:11,en
pvJ0EScEehB86ulIVLmv8Q,xgtrN9GUVCIiWuFOpf7wWg,Il Chianti,We had such a lovely dinner here after a one hour wait this place was very popular highly recommend making reservations. We were sat outside and were...,2024-09-08 14:08:58,en
4g-BVGAMwcHbX8coJUUOjQ,xgtrN9GUVCIiWuFOpf7wWg,Il Chianti,We stopped by for lunch after walking tour of Rome. We decided to eat inside as there was pretty much no tables available outside and there was a...,2024-05-29 20:40:45,en
6C0MikVvwshdTMZRYtYoAw,H45LZXoKprl3-_fkOoMkGg,Retrobottega,This was a really fun experience with great ambiance and service. The food was pretty good. I think there can be some tweaks made to the preparation for...,2023-10-14 15:25:25,en
3QNuIM8pt70Mpcaph5Co-g,H45LZXoKprl3-_fkOoMkGg,Retrobottega,Wandering around looking for a place to eat but didn't want to fight with crowds and wanted to avoid the tourist traps. I see an understated modern entrance...,2022-05-23 06:46:05,en
Nhj4kuQcZEXOIfbXoVf5Wg,H45LZXoKprl3-_fkOoMkGg,Retrobottega,Best meal I had in Rome by far. Everything we had was amazing. The service was great and the ambiance was prefect for a dinner or lunch. 1010. Would...,2023-09-11 04:59:20,en
